0,25,0,0,0.226332
0,26,0,0,0.503732
0,27,0,0,1.12804
0,28,0,0,2.30484
0,29,0,0,4.76391
0,30,0,0,9.86228
0,31,0,0,20.6468
0,32,0,0,42.6421
1,25,0,0,0.181289
1,26,0,0,0.423448
1,27,0,0,0.934441
1,28,0,0,1.90437
1,29,0,0,3.93224
1,30,0,0,8.07322
1,31,0,0,16.6789
1,32,0,0,34.4855
1,25,0,1,0.219773
1,26,0,1,0.501143
1,27,0,1,1.08543
1,28,0,1,2.28409
1,29,0,1,4.76906
1,30,0,1,9.93399
1,31,0,1,20.5552
1,32,0,1,42.5571
1,25,0,2,0.183162
1,26,0,2,0.409243
1,27,0,2,0.878049
1,28,0,2,1.83901
1,29,0,2,3.83411
1,30,0,2,8.12311
1,31,0,2,16.5548
1,32,0,2,34.3339
1,25,0,3,0.184833
1,26,0,3,0.404522
1,27,0,3,0.859708
1,28,0,3,1.80424
1,29,0,3,3.75919
1,30,0,3,7.76781
1,31,0,3,16.2381
1,32,0,3,33.5673
1,25,0,4,0.17555
1,26,0,4,0.402681
1,27,0,4,0.859974
1,28,0,4,1.81208
1,29,0,4,3.86276
1,30,0,4,7.94706
1,31,0,4,16.8768
1,32,0,4,35.8754
1,25,0,5,0.178123
1,26,0,5,0.419011
1,27,0,5,0.906492
1,28,0,5,1.90739
1,29,0,5,4.03862
1,30,0,5,8.37609
1,31,0,5,17.2377
1,32,0,5,35.5627
1,25,0,6,0.184427
1,26,0,6,0.411721
1,27,0,6,0.888928
1,28,0,6,1.86661
1,29,0,6,3.90397
1,30,0,6,8.07981
1,31,0,6,16.6324
1,32,0,6,34.4516
1,25,0,7,0.183234
1,26,0,7,0.403967
1,27,0,7,0.90778
1,28,0,7,1.86644
1,29,0,7,3.88345
1,30,0,7,8.04727
1,31,0,7,16.7585
1,32,0,7,34.281
1,25,0,8,0.190903
1,26,0,8,0.43094
1,27,0,8,0.923606
1,28,0,8,1.88715
1,29,0,8,3.91275
1,30,0,8,8.09423
1,31,0,8,16.8509
1,32,0,8,34.7886
